customerkey,gender,name,city,state_code,state,zip_code,country,continent,birthday
1386380,male,james galyon,seattle,wa,washington,98101,united states,north america,1949-04-09
1386439,female,mary taylor,new york,ny,new york,10004,united states,north america,1965-07-29
1386585,male,esteban krieger,tampa,fl,florida,33610,united states,north america,1942-06-16
1386766,male,donald arriaga,grand rapids,mi,michigan,49508,united states,north america,1967-06-14
1386809,female,patricia recinos,irvine,ca,california,92614,united states,north america,1980-06-20
1386844,female,nancy nichols,carrier,ok,oklahoma,73727,united states,north america,1950-11-09
1386926,male,scott castillo,southern pines,nc,north carolina,28387,united states,north america,1978-05-04
1387026,female,stephanie cline,wichita,ks,kansas,67204,united states,north america,1976-09-29
1387075,female,kathy billiot,somerdale,nj,new jersey,8083,united states,north america,1979-11-01
1387156,male,william delamora,griffin,ga,georgia,30224,united states,north america,1987-06-04
1387194,male,mario hayden,metairie,la,louisiana,70001,united states,north america,1938-11-17
1387459,female,valeri chastain,phoenix,az,arizona,85016,united states,north america,1951-06-15
1387724,male,henry salmon,san antonio,tx,texas,78205,united states,north america,1954-04-11
1387753,female,pricilla elliott,bronx,ny,new york,10461,united states,north america,1941-03-01
1387959,female,christine abernathy,beltsville,va,virginia,20705,united states,north america,1945-01-30
1388017,female,jill rogers,bakersfield,ca,california,93304,united states,north america,1991-06-14
1388023,male,david breton,atlanta,ga,georgia,30329,united states,north america,1989-02-21
1388042,male,kenneth tucker,sacramento,ca,california,95826,united states,north america,1943-04-03
1388246,male,philip duff,manchester,mo,missouri,63011,united states,north america,1976-11-12
1388267,male,eddie paschal,jackson,tn,tennessee,38301,united states,north america,1954-04-07
1388434,female,debra collins,morton,wa,washington,98356,united states,north america,1979-03-22
1388765,female,harriet rivera,waltham,ma,massachusetts,2154,united states,north america,1987-01-21
1388801,male,frederic burnett,little rock,ar,arkansas,72210,united states,north america,1966-02-02
1388923,female,rosana thompson,pine bluff,ar,arkansas,71601,united states,north america,1992-05-16
1389047,male,timothy valverde,raleigh,nc,north carolina,27609,united states,north america,1960-03-22
1389079,female,dessie houston,louisville,ky,kentucky,40202,united states,north america,1989-08-11
1389309,male,mark revels,indianapolis,in,indiana,46254,united states,north america,2001-03-19
1389310,male,neal bancroft,austin,tx,texas,78756,united states,north america,1960-05-05
1389440,female,helen allison,milwaukee,wi,wisconsin,53203,united states,north america,2000-02-25
1389462,male,gary quiles,ann arbor,mi,michigan,48104,united states,north america,2001-05-17
1389494,male,larry pierce,portage,in,indiana,46368,united states,north america,1965-07-31
1389502,male,manuel jenkins,irvine,ca,california,92714,united states,north america,1947-10-15
1389511,female,christina morgan,chicago,il,illinois,60628,united states,north america,1953-12-26
1389527,female,dorothy hammond,radcliff,ky,kentucky,40180,united states,north america,1940-05-13
1389689,female,kimberly perkins,denver,co,colorado,80202,united states,north america,1999-07-08
1389737,male,martin rosen,san antonio,tx,texas,78201,united states,north america,1950-11-11
1389855,male,michael simms,houston,tx,texas,77006,united states,north america,1994-06-10
1389867,male,mark borgman,mountain view,co,colorado,82939,united states,north america,1964-02-16
1390049,female,laura brown,west nyack,ny,new york,10994,united states,north america,1995-10-15
1390208,female,ophelia roderick,new brockton,al,alabama,36351,united states,north america,1936-10-19
1390213,male,john jenkins,west nyack,ny,new york,10994,united states,north america,1948-07-17
1390363,male,leonard krueger,grand island,ne,nebraska,68801,united states,north america,1965-09-21
1390639,female,linda cisneros,birmingham,al,alabama,35209,united states,north america,2000-07-27
1390823,male,marco mckee,san diego,ca,california,92121,united states,north america,1943-09-29
1391057,male,john pinkley,anderson,ca,california,96007,united states,north america,1936-09-23
1391155,male,john stoner,murfreesboro,tn,tennessee,37130,united states,north america,1967-01-27
1391230,male,carlo morales,la grange,il,illinois,60525,united states,north america,1974-05-22
1391234,male,dennis lachapelle,princeton,il,illinois,61356,united states,north america,1973-07-07
1391361,female,brenda sullivan,houston,tx,texas,77063,united states,north america,1962-05-23
1391462,female,nancy taylor,moss point,ms,mississippi,39563,united states,north america,1963-10-28
1391759,female,rosa davis,mansfield,oh,ohio,44903,united states,north america,1973-12-30
1392092,male,joshua herrington,cambridge,ma,massachusetts,2141,united states,north america,1992-05-17
1392223,female,jan field,grayslake,il,illinois,60030,united states,north america,1941-12-06
1392224,female,lea cater,phila,pa,pennsylvania,19103,united states,north america,1988-12-01
1392332,male,jesse purcell,harahan,la,louisiana,70123,united states,north america,1970-12-02
1392371,female,mae lemons,arlington heights,il,illinois,60005,united states,north america,1999-04-29
1392468,female,ora williams,san francisco,ca,california,94107,united states,north america,1958-05-09
1392541,female,justin thibodeau,vilonia,ar,arkansas,72173,united states,north america,1984-08-15
1392666,male,eddie golla,fort madison,ia,iowa,52627,united states,north america,1989-03-21
1392941,female,sonja strong,overland,mo,missouri,63114,united states,north america,1996-11-18
1393169,male,ralph knight,las vegas,nv,nevada,89119,united states,north america,1956-03-28
1393392,female,nancy rowlett,nora springs,ia,iowa,50458,united states,north america,1950-06-15
1393425,female,elma marcil,wexford,pa,pennsylvania,15090,united states,north america,1977-11-11
1393653,female,melody davis,west roxbury,ma,massachusetts,2132,united states,north america,1939-12-23
1393738,male,jose cline,boise,id,idaho,83702,united states,north america,1982-08-02
1394326,male,scott small,south boston,ma,massachusetts,2127,united states,north america,1957-07-30
1394327,male,chet henderson,oak hill,tx,texas,75652,united states,north america,1956-11-12
1394461,male,guy horst,harlingen,tx,texas,78550,united states,north america,1994-02-23
1394568,female,edna evers,woonsocket,ri,rhode island,2895,united states,north america,1948-12-31
1394921,male,george lamb,beason,il,illinois,62512,united states,north america,1995-02-28
1394970,male,richard scales,gainesville,fl,florida,32641,united states,north america,1973-09-01
1395293,male,willard johnson,glide,or,oregon,97443,united states,north america,1947-09-23
1395383,female,gina caine,omaha,ne,nebraska,68102,united states,north america,1940-06-01
1395434,male,phillip cooper,memphis,tn,tennessee,38110,united states,north america,1976-06-12
1395464,female,sherry brownlee,san jose,ca,california,95134,united states,north america,1979-10-28
1395483,female,antonia morgan,hughes,ar,arkansas,72348,united states,north america,1996-01-15
1395823,female,shannon fuller,charlotte,nc,north carolina,28211,united states,north america,1956-07-18
1396425,male,william clarke,el paso,tx,texas,79901,united states,north america,1952-05-20
1396464,male,paul gutierrez,south bend,in,indiana,46601,united states,north america,1937-02-19
1396677,male,eliseo saunders,lexington,ky,kentucky,40507,united states,north america,1939-10-22
1396905,male,jeff lohr,alvin,il,illinois,61811,united states,north america,1981-12-16
1397118,female,maria tompson,birmingham,al,alabama,35208,united states,north america,1965-01-24
1397180,male,bryon boucher,spokane,wa,washington,99201,united states,north america,1961-05-21
1397271,female,yesenia chivers,mira loma,ca,california,91752,united states,north america,1974-05-09
1397593,male,michael shea,corbin,ky,kentucky,40701,united states,north america,1965-10-18
1397652,male,aaron hinnenkamp,fort myers,fl,florida,33901,united states,north america,1937-05-28
1397681,male,henry bishop,mountain view,wy,wyoming,82939,united states,north america,1989-05-15
1397747,male,lloyd holliday,chicago,il,illinois,60641,united states,north america,1959-09-17
1397996,female,shannon miller,cambridge,ma,massachusetts,2141,united states,north america,1959-04-08
1398115,male,steve caulfield,hermosa beach,ca,california,90254,united states,north america,1948-01-23
1398124,female,yvonne mejia,englewood,co,colorado,80112,united states,north america,1997-06-14
1398193,male,seth roux,owatonna,mn,minnesota,55060,united states,north america,1977-09-06
1398234,male,john smith,los angeles,ca,california,90017,united states,north america,1962-04-19
1398592,male,john rice,norcross,ga,georgia,30091,united states,north america,1950-04-08
1398757,female,shirley puckett,kingfisher,ok,oklahoma,73750,united states,north america,1999-05-31
1398769,male,brian perales,reston,md,maryland,22090,united states,north america,1982-10-14
1398804,female,barbara broderick,richmond,va,virginia,23219,united states,north america,1975-09-13
1398957,male,mark gallo,staten island,ny,new york,10314,united states,north america,2000-05-20
1399159,female,ruby gordon,jefferson,ia,iowa,50129,united states,north america,1979-12-09
1399298,male,dennis mckinney,sunizona,az,arizona,85643,united states,north america,1967-06-08
1399330,male,jack coffman,concord,ca,california,94520,united states,north america,1980-11-13
1399512,male,charles fortenberry,westminster,co,colorado,80030,united states,north america,1978-06-11
1399626,female,delia argueta,wheeling,il,illinois,60090,united states,north america,1991-07-19
1400159,female,ruby mullis,boardman,oh,ohio,44512,united states,north america,1941-02-08
1400201,male,douglas shoffner,union,mo,missouri,63084,united states,north america,1990-12-30
1400238,female,annette hoffman,rehoboth beach,de,delaware,19971,united states,north america,1991-03-27
1400547,male,justin henderson,hampton bays,ny,new york,11946,united states,north america,1994-04-06
1400564,female,valerie turcotte,gaithersburg,md,maryland,20877,united states,north america,1960-08-24
1400721,female,eva dale,los angeles,ca,california,90017,united states,north america,1996-10-08
1401111,male,allan elliott,chicago,il,illinois,60605,united states,north america,1997-03-14
1401197,male,eddie murillo,buffalo,ny,new york,14216,united states,north america,1992-12-22
1401244,male,michael mckinney,jasper,tx,texas,75951,united states,north america,1985-11-12
1401276,male,david black,tampa,fl,florida,33634,united states,north america,1947-10-05
1401283,male,dwight ngo,banner elk,nc,north carolina,28604,united states,north america,1990-08-22
1401419,female,charlotte munson,indianapolis,in,indiana,46268,united states,north america,1966-04-05
1401445,male,charlie mccarty,stlouis,mo,missouri,63101,united states,north america,1995-01-03
1401578,female,tamra payne,memphis,tn,tennessee,38111,united states,north america,1970-01-03
1401657,female,bessie huff,bloomsburg,pa,pennsylvania,17815,united states,north america,1981-03-23
1401888,male,al coleman,earlimart,ca,california,93219,united states,north america,1970-11-06
1402036,male,rick dumais,north greenbush,ny,new york,12180,united states,north america,1946-10-29
1402096,female,rina pellot,las vegas,nv,nevada,89101,united states,north america,1986-04-17
1402107,female,sue sherrod,great falls,va,virginia,22066,united states,north america,1985-04-03
1402689,female,mavis williams,sparks,nv,nevada,89431,united states,north america,1963-02-19
1402712,male,shane foster,wells,ny,new york,12190,united states,north america,1998-10-26
1402796,female,mary duarte,beaufort,sc,south carolina,29902,united states,north america,1968-07-29
1402836,male,harry ponder,oakland,ca,california,94612,united states,north america,1955-03-19
1402912,female,mary garner,bronson,ia,iowa,51007,united states,north america,1968-09-01
1403045,female,rita ortiz,seattle,wa,washington,98161,united states,north america,1980-04-05
1403355,male,micheal manley,altoona,pa,pennsylvania,16601,united states,north america,1975-04-28
1403485,male,joseph brown,sanibel,fl,florida,33957,united states,north america,1942-11-27
1403655,male,samuel johnson,milwaukee,wi,wisconsin,53202,united states,north america,1969-02-08
1403777,male,elmer wilkerson,fort wayne,in,indiana,46805,united states,north america,1971-01-26
1403856,female,karen nugent,lomax,nc,north carolina,28697,united states,north america,1972-11-07
1403996,female,demetrice gann,wayne,mi,michigan,48184,united states,north america,1936-05-21
1404148,male,ira rochelle,medford,or,oregon,97501,united states,north america,1988-06-23
1404240,male,antonio bell,coral gables,fl,florida,33134,united states,north america,1984-10-04
1404266,male,martin quisenberry,los angeles,ca,california,90017,united states,north america,1993-02-28
1404328,female,toni sanderson,las vegas,nv,nevada,89109,united states,north america,1937-05-16
1404342,female,carrie jones,aberdeen,wa,washington,98520,united states,north america,1946-02-06
1404462,female,carmen yoshida,stlouis,mo,missouri,63101,united states,north america,1940-02-17
1404633,female,christian martinez,new york,ny,new york,10001,united states,north america,1971-09-12
1404713,male,andrew nutter,bucyrus,oh,ohio,44820,united states,north america,1988-12-04
1404813,female,sharon cole,dallas,tx,texas,75247,united states,north america,1949-06-25
1404840,female,annette holloway,manhattan,ks,kansas,66502,united states,north america,1966-04-14
1404845,female,alicia stewart,piedmont,sc,south carolina,29673,united states,north america,1944-10-04
1404905,female,rochelle barragan,crane,in,indiana,47522,united states,north america,1971-06-28
1405059,female,eunice rowland,albuquerque,nm,new mexico,87102,united states,north america,1947-03-04
1405105,male,thomas hines,san diego,ca,california,92103,united states,north america,1938-02-25
1405180,male,donald burkes,ames,ia,iowa,50010,united states,north america,1980-05-25
1405620,female,carolyn barnes,springfield,il,illinois,62701,united states,north america,1948-11-17
1405663,female,christina lentz,congers,ny,new york,10920,united states,north america,1975-04-03
1405778,female,patricia thompson,newburgh,ny,new york,12550,united states,north america,1992-04-26
1406079,female,eleanor marrs,frankenmuth,mi,michigan,48734,united states,north america,1992-07-31
1406094,female,paula smith,moorestown,nj,new jersey,8057,united states,north america,1953-11-23
1406178,male,mario mclaurin,san francisco,ca,california,94112,united states,north america,1937-01-07
1406216,male,daniel williams,miami,fl,florida,33179,united states,north america,1975-06-11
1406231,female,thelma barnes,sheboygan,wi,wisconsin,53081,united states,north america,1953-10-11
1406318,female,donna mcniel,new orleans,la,louisiana,70118,united states,north america,1983-10-01
1406321,male,clarence conwell,miami,fl,florida,33012,united states,north america,1999-12-01
1406481,female,sheila lightfoot,johnson city,ny,new york,13790,united states,north america,1995-05-14
1406906,female,otha zachary,atlanta,ga,georgia,30303,united states,north america,1950-09-25
1407125,male,clemente lowry,benton,il,illinois,62812,united states,north america,1981-03-20
1407128,male,steven mcmullen,mechanic falls,me,maine,4256,united states,north america,1996-03-25
1407493,female,ruth wright,hampton,sc,south carolina,29924,united states,north america,1973-02-03
1407506,female,kim bullen,oakland,ca,california,94612,united states,north america,1951-05-15
1407573,male,paul millhouse,houston,tx,texas,77006,united states,north america,1959-12-13
1407578,female,usha bedard,garden city,ny,new york,11530,united states,north america,1986-11-22
1407626,male,evan marchant,blairsville,ga,georgia,30512,united states,north america,1962-06-23
1407961,male,paul morgan,westland,mi,michigan,48185,united states,north america,1990-04-16
1408283,male,benjamin woodruff,east syracuse,ny,new york,13057,united states,north america,1990-05-04
1408372,female,barbra johnson,eagleville,pa,pennsylvania,19403,united states,north america,1964-07-12
1408415,male,kevin rubio,tampa,fl,florida,33607,united states,north america,1962-11-07
1408432,female,colleen lamarr,washington,va,virginia,20005,united states,north america,1955-04-12
1408551,male,stephen mendez,columbia,tn,tennessee,38401,united states,north america,1959-09-11
1409017,female,margie wymer,stockton,ca,california,95202,united states,north america,1981-05-10
1409340,female,lenora hernandez,new york,ny,new york,10013,united states,north america,1992-03-18
1409410,female,lulu hays,akron,oh,ohio,44308,united states,north america,1978-11-27
1409429,male,frank renner,plymouth meeting,pa,pennsylvania,19462,united states,north america,1958-03-11
1409629,female,heather rodriguez,green bay,wi,wisconsin,54302,united states,north america,1988-08-27
1409729,female,ashley morris,sherwood,wi,wisconsin,54169,united states,north america,2000-03-02
1409986,male,dean moldenhauer,holland,mi,michigan,49423,united states,north america,1941-10-19
1409991,male,brian feldman,albany,ny,new york,12207,united states,north america,1966-07-09
1410080,male,herman thai,yukon,ok,oklahoma,73099,united states,north america,1960-10-25
1410180,female,pearl shilling,craig,ak,alaska,99921,united states,north america,1963-05-30
1410305,female,catherine white,little rock,ar,arkansas,72205,united states,north america,1970-05-30
1410327,female,crystal luster,martinsville,va,virginia,24112,united states,north america,1974-09-04
1410466,female,sandra bleich,bloomington,in,indiana,47408,united states,north america,1940-06-24
1410514,female,donna groesbeck,houston,tx,texas,77056,united states,north america,1957-08-01
1410548,male,mark hillman,cairo (allen),oh,ohio,45820,united states,north america,1936-07-17
1410778,male,doug dalton,san jose,ca,california,95131,united states,north america,1974-11-15
1410879,female,marianne grogan,los angeles,ca,california,90067,united states,north america,1974-07-13
1410945,female,wendie vargas,carlsbad,nm,new mexico,88220,united states,north america,2000-09-24
1411031,female,estella beaton,centennial,co,colorado,80112,united states,north america,1988-02-16
1411118,male,george matos,nashville,tn,tennessee,37201,united states,north america,1997-08-31
1411283,male,gerard smith,louisville,ky,kentucky,40202,united states,north america,1937-05-28
1411294,male,ted deshotel,north providence,ri,rhode island,2911,united states,north america,1982-01-10
1411409,male,george duncan,tucson,az,arizona,85701,united states,north america,1972-12-17
1411591,female,concetta muniz,fresno,ca,california,93711,united states,north america,1942-06-15
1411618,male,marcos forth,san diego,ca,california,92103,united states,north america,2000-08-17
1411724,male,thomas frost,yukon,ok,oklahoma,73099,united states,north america,1998-08-15
1411747,female,erin camire,woburn,ma,massachusetts,1801,united states,north america,1969-12-05
1411860,female,doris cunningham,tioga,pa,pennsylvania,16946,united states,north america,1976-04-22
1411952,female,sandy kitt,san jose,ca,california,95118,united states,north america,1987-05-30
1411983,male,harry coleman,bellefonte,pa,pennsylvania,16823,united states,north america,1945-08-18
1412023,female,janie greer,castle rock,co,colorado,80104,united states,north america,1962-11-05
1412312,male,gerald green,san jose,ca,california,95131,united states,north america,1985-10-27
1412534,female,cora brown,college park,md,maryland,20741,united states,north america,1949-11-24
1412576,male,don hunter,secaucus,nj,new jersey,7094,united states,north america,1951-06-09
1412593,female,melinda thurman,la plata,md,maryland,20646,united states,north america,1986-04-10
1412621,male,david berger,elmsford,nj,new jersey,10523,united states,north america,1938-07-03
1412767,male,michael kern,farmers branch,tx,texas,75234,united states,north america,1960-03-05
1412783,female,june mcbride,brooklyn,ny,new york,11212,united states,north america,1948-06-14
1412880,female,cheri baxter,bohemia,ny,new york,11716,united states,north america,1969-12-26
1412897,male,james yocom,texarkana,tx,texas,75501,united states,north america,1941-08-29
1412902,male,leo wise,clinton,ok,oklahoma,73601,united states,north america,1962-09-16
1412924,male,craig romero,los angeles,ca,california,90017,united states,north america,1968-09-11
1412934,female,jennifer england,cleveland,oh,ohio,44102,united states,north america,1962-04-08
1412938,male,dan nettleton,austin,tx,texas,78704,united states,north america,1943-04-20
1412984,male,john powell,fremont,ca,california,94538,united states,north america,1995-07-29
1412994,female,angie olson,washington,dc,washington dc,20005,united states,north america,1993-12-14
1413042,female,mary johnson,flatonia,tx,texas,78941,united states,north america,1999-08-08
1413084,male,kyle carpenter,norristown,de,delaware,19403,united states,north america,1945-12-12
1413086,female,anne lozano,abrams,wi,wisconsin,54101,united states,north america,1982-01-20
1413539,male,clifford eason,casper,wy,wyoming,82601,united states,north america,1962-02-21
1413691,male,robert walker,philadelphia,pa,pennsylvania,19103,united states,north america,1981-01-15
1413758,female,fannie buzard,dayton,oh,ohio,45402,united states,north america,1944-06-13
1413791,female,catherine candler,phoenix,az,arizona,85040,united states,north america,1967-10-08
1413890,female,jena zimmerman,aloha,or,oregon,97007,united states,north america,1999-01-14
1414050,female,margo waller,chicago,il,illinois,60606,united states,north america,1946-02-05
1414205,female,sylvia alvarez,indianapolis,in,indiana,46254,united states,north america,1976-09-25
1414215,male,william saldana,abilene,tx,texas,79601,united states,north america,1987-11-08
1414226,male,eric goforth,tampico,il,illinois,61283,united states,north america,1973-01-23
1414241,female,cynthia reed,scottsbluff,ne,nebraska,69361,united states,north america,1948-09-25
1414248,female,anna stepp,glenn,il,illinois,62280,united states,north america,1948-03-06
1414295,female,sharon young,san antonio,tx,texas,78209,united states,north america,1981-01-06
1414525,female,nell doyle,jackson,ms,mississippi,39201,united states,north america,1960-07-16
1414666,female,frances howell,redwood city,ca,california,94063,united states,north america,2000-02-20
1414773,male,harlan kennedy,wexford,pa,pennsylvania,15090,united states,north america,1972-02-03
1414914,male,mark green,maysville,ky,kentucky,41056,united states,north america,1935-02-25
1415255,male,william thompson,fort myers,fl,florida,33905,united states,north america,1970-05-31
1415385,female,joyce delaney,jamaica,ny,new york,11432,united states,north america,1962-07-15
1415440,male,william odea,plymouth,in,indiana,46563,united states,north america,1970-12-14
1415442,male,maurice rickman,memphis,tn,tennessee,38109,united states,north america,1982-03-15
1415483,male,john hitt,miami,fl,florida,33128,united states,north america,1966-05-03
1415490,male,phillip schultz,el segundo,ca,california,90245,united states,north america,1942-05-01
1415607,female,sarah roos,little rock,ar,arkansas,72205,united states,north america,2001-04-12
1416025,female,lisa king,hickory,nc,north carolina,28601,united states,north america,1966-07-17
1416154,female,kimberly perez,deer park,tx,texas,77536,united states,north america,1941-08-24
1416469,female,megan budde,waimea,hi,hawaii,96796,united states,north america,1950-02-04
1416511,male,julian hernandez,watkinsville,ga,georgia,30677,united states,north america,1978-06-02
1416636,female,patricia hamm,winside,ne,nebraska,68790,united states,north america,1960-06-25
1416848,male,dwayne rinehart,miami,fl,florida,33169,united states,north america,1948-08-08
1416872,female,vera quillen,alhambra,ca,california,91801,united states,north america,1946-10-16
1416930,male,lewis colon,saint louis,mo,missouri,63101,united states,north america,1952-01-25
1416995,male,robert felan,washington,dc,washington dc,20200,united states,north america,1990-11-02
1417165,male,ricardo lindsay,new york,ny,new york,10038,united states,north america,1946-06-26
1417193,male,john kutcher,scottsdale,az,arizona,85256,united states,north america,1989-12-27
1417542,female,shirley penn,mcalester,ok,oklahoma,74501,united states,north america,1999-03-13
1417549,female,alberta ballard,menlo,ia,iowa,50164,united states,north america,1938-02-24
1417576,male,james conway,olpe,ks,kansas,66865,united states,north america,1967-03-20
1417679,female,dorothy lauer,memphis,tn,tennessee,38118,united states,north america,1971-05-15
1417693,female,heather miller,irvine,ca,california,92614,united states,north america,1988-03-16
1417781,female,susan headrick,kansas city,mo,missouri,64131,united states,north america,1938-01-16
1417925,female,flossie cooper,inman,ks,kansas,67546,united states,north america,1994-03-11
1418096,female,cara hamilton,boston,ma,massachusetts,2114,united states,north america,1991-11-22
1418109,male,steven hill,new iberia,la,louisiana,70560,united states,north america,1980-01-23
1418119,female,eileen cox,stlouis,mo,missouri,63101,united states,north america,1985-12-17
1418121,male,scott dennis,arlington,va,virginia,22201,united states,north america,1999-06-13
1418131,male,mike fields,reedsville,wi,wisconsin,54230,united states,north america,1945-06-17
1418168,male,danny wooten,houston,tx,texas,77024,united states,north america,1972-06-24
1418261,male,charles hallman,vestavia hills,al,alabama,35216,united states,north america,1943-05-30
1418414,male,roy darley,mount vernon,oh,ohio,43050,united states,north america,1997-04-12
1418448,male,kenneth reese,richmond,va,virginia,23222,united states,north america,1939-07-27
1418528,female,lillian acevedo,tulsa,ok,oklahoma,74107,united states,north america,1988-09-12
1418618,female,dianna hodge,raleigh,nc,north carolina,27529,united states,north america,1992-01-23
1418791,female,hailey jones,moorpark,ca,california,93021,united states,north america,1936-04-22
1418842,female,nancy concepcion,greensboro,nc,north carolina,27406,united states,north america,1967-02-12
1418976,female,jamie montoya,seattle,wa,washington,98119,united states,north america,1936-02-12
1418988,male,john walker,orlando,fl,florida,32801,united states,north america,1967-11-23
1419155,male,brett pappalardo,manteo,nc,north carolina,27954,united states,north america,1966-07-31
1419500,female,sarah grice,charlotte,nc,north carolina,28208,united states,north america,1956-11-21
1419573,female,julie payne,carsonville,mi,michigan,48419,united states,north america,1945-05-25
1419594,male,daniel branam,albion,id,idaho,83311,united states,north america,1948-05-30
1419855,female,cheryl torres,akron,oh,ohio,44311,united states,north america,1985-09-14
1419863,female,kelly davis,los angeles,ca,california,90017,united states,north america,1955-10-29
1420081,female,rebecca avery,hillsdale,tn,tennessee,37057,united states,north america,1939-03-03
1420133,male,david earle,austin,tx,texas,78729,united states,north america,1936-05-16
1420237,male,michael hermes,west palm beach,fl,florida,33410,united states,north america,1956-06-29
1420473,male,troy sutton,portland,tx,texas,78374,united states,north america,1943-02-26
1420651,male,ronald ray,orlando,fl,florida,32810,united states,north america,1966-09-24
1420774,female,theresa harmon,atlanta,ga,georgia,30303,united states,north america,1949-09-12
1420996,male,samual day,santa clara,ca,california,95054,united states,north america,1958-12-06
1421393,female,erma price,vermilion,oh,ohio,44089,united states,north america,1996-11-07
1421506,female,emma mcilvain,conroe,tx,texas,77301,united states,north america,1949-07-03
1421626,male,donald ivory,san antonio,tx,texas,78233,united states,north america,1965-04-04
1421641,female,andrea hoover,medford,or,oregon,97501,united states,north america,1944-03-04
1421877,female,gladys patel,mason,oh,ohio,45040,united states,north america,1997-01-08
1421881,female,margaret montgomery,fairfield,wa,washington,99012,united states,north america,1974-10-16
1421890,female,karen jim,coffeeville,al,alabama,36524,united states,north america,1968-07-17
1421952,female,elvira hahn,stewardson,il,illinois,62463,united states,north america,1975-08-01
1422140,female,dorothy collins,omaha,ne,nebraska,68164,united states,north america,1984-07-24
1422175,male,jose mercado,everett,wa,washington,98205,united states,north america,1951-02-25
1422304,female,patricia capp,palm springs,ca,california,92262,united states,north america,1955-10-31
1422363,female,felicia rosson,memphis,tn,tennessee,38110,united states,north america,1944-11-10
1422377,male,phillip sawyers,nashville,tn,tennessee,37201,united states,north america,1977-02-17
1422386,male,joe robinson,new york,ny,new york,10013,united states,north america,1938-01-08
1422395,male,brett mcdaniel,oklahoma city,ok,oklahoma,73102,united states,north america,1996-04-02
1422501,female,michelle rice,hickory hills,il,illinois,60457,united states,north america,1966-04-25
1422569,male,rigoberto cole,johnson city,ny,new york,13790,united states,north america,1984-08-18
1422773,female,mary miller,blue ash,oh,ohio,45242,united states,north america,1988-07-21
1422903,male,enrique parker,spokane,wa,washington,99205,united states,north america,1942-11-11
1423539,male,jack woodard,wayne,pa,pennsylvania,19087,united states,north america,1975-10-26
1423675,male,saul thayer,houston,tx,texas,77032,united states,north america,1984-10-14
1423826,male,mario ferguson,newark,nj,new jersey,7102,united states,north america,1994-02-26
1423836,female,brittany mcbride,evansville,in,indiana,47710,united states,north america,1985-06-29
1424136,male,gabriel valentine,birmingham,al,alabama,35203,united states,north america,1988-09-21
1424211,female,debra gilbert,dallas,tx,texas,75207,united states,north america,1949-05-20
1424341,female,staci wold,shreveport,la,louisiana,71101,united states,north america,1937-04-30
1424488,male,tony spier,chesterfield,mo,missouri,63005,united states,north america,1980-08-04
1424915,female,anne romero,hollywood,fl,florida,33023,united states,north america,1974-04-04
1425175,male,george lee,roseville,mi,michigan,48066,united states,north america,1995-08-13
1425307,male,clayton bradley,washington,va,virginia,20005,united states,north america,1938-05-31
1425323,female,frances stubbs,indianapolis,in,indiana,46204,united states,north america,1982-08-28
1425386,female,january francis,henderson,nv,nevada,89014,united states,north america,1990-10-09
1425437,female,hazel little,akron,oh,ohio,44308,united states,north america,1992-04-10
1425449,female,louise lamothe,hollister,ca,california,95023,united states,north america,1960-07-07
1425577,female,laurie oneal,altamonte springs,fl,florida,32701,united states,north america,1996-07-13
1425887,male,gary jenkins,philadelphia,de,delaware,19108,united states,north america,1959-03-13
1426096,female,jeannette boyd,springfield,ma,massachusetts,1109,united states,north america,1982-09-24
1426124,female,priscilla click,savannah,ga,georgia,31405,united states,north america,1964-12-29
1426220,female,connie penland,marshall,mn,minnesota,56258,united states,north america,1955-03-17
1426290,female,edna phillips,chicago,il,illinois,60631,united states,north america,1969-03-18
1426777,male,joe johnson,pittsburgh,pa,pennsylvania,15201,united states,north america,1987-07-30
1427026,female,rosa lynch,bryan,oh,ohio,43506,united states,north america,1949-10-24
1427132,female,victoria hammond,gardena,ca,california,90248,united states,north america,1996-10-09
1427309,female,deborah hinds,henderson,ky,kentucky,42420,united states,north america,1938-02-15
1427357,male,albert jones,sugar land,tx,texas,77478,united states,north america,1951-02-19
1427596,male,gregory beckman,greenville,sc,south carolina,29607,united states,north america,1940-12-27
1427869,male,wyatt holquin,huntington,ny,new york,11743,united states,north america,1946-11-06
1428088,male,ronald breaux,ludington,mi,michigan,49431,united states,north america,1951-08-21
1428180,male,johnny huckabee,sunnyvale,ca,california,94089,united states,north america,1983-05-24
1428214,male,felix ruffin,knoxville,tn,tennessee,37909,united states,north america,1998-12-10
1428268,female,viola ball,worthington,ma,massachusetts,1098,united states,north america,1959-06-26
1428309,male,kevin abbey,elk grove village,il,illinois,60007,united states,north america,1944-04-05
1428740,female,candice cash,burr ridge,il,illinois,61257,united states,north america,1979-03-30
1428776,female,karen caldwell,phoenix,az,arizona,85003,united states,north america,2001-11-03
1428812,female,janita vincent,baton rouge,la,louisiana,70806,united states,north america,1936-03-04
1428814,female,anita wells,lillington,nc,north carolina,27546,united states,north america,1973-10-16
1429222,female,barbara dent,tigard,or,oregon,97223,united states,north america,1978-03-22
1429289,male,willy tackett,alsea,or,oregon,97324,united states,north america,1954-12-14
1429300,male,kenneth correa,soso,ms,mississippi,39480,united states,north america,1950-01-13
1429357,female,maria slade,jackson,tx,texas,75657,united states,north america,2000-09-21
